sense	class	confidence	sentence
tithe%2:40:03::	literal	0.9	He <b>tithed</b> his income to the Church
tithe%2:40:02::	literal	0.8	Although she left the church officially, she still <b>tithes</b>
top%2:30:03::	metaphorical	0.8	They <b>topped</b> off their dinner with a cognac.
top%2:42:02::	literal	0.92	A star <b>tops</b> the Christmas Tree.
top%2:40:00::	literal	0.6	The towers were <b>topped</b> with conical roofs.
top%2:38:04::	metaphorical	0.8	The hikers <b>topped</b> the mountain just before noon
top%2:35:00::	metaphorical	0.7	The gardener <b>topped</b> the trees and bushes.
trace%2:35:00::	literal	1.0	<b>trace</b> the outline of a figure in the sand
trace%2:38:00::	literal	0.6	The hunters <b>traced</b> the deer into the woods
trace%2:39:00::	metaphorical	0.6	She <b>traced</b> the circumstances of her birth
trace%2:38:03::	metaphorical	0.5	The children <b>traced</b> along the edge of the dark forest
trail%2:38:01::	metaphorical	0.7	John <b>trailed</b> behind his class mates.
trail%2:35:03::	metaphorical	0.7	The toddler was <b>trailing</b> his pants.
transfer%2:40:01::	literal	0.8	<b>transfer</b> the patient to another hospital
transfer%2:38:00::	literal	1.0	<b>transfer</b> the packet from his trouser pockets to a pocket in his jacket
transfer%2:40:00::	literal	0.9	I <b>transferred</b> my stock holdings to my children
transform%2:30:00::	metaphorical	0.7	This experience <b>transformed</b> her completely.
transform%2:30:03::	metaphorical	0.7	He <b>transformed</b> into a monster.
transform%2:30:06::	literal	0.6	It can <b>transform</b> energy to light.
translate%2:32:00::	literal	0.9	I have to <b>translate</b> when my in-laws from Austria visit the U.S.
translate%2:30:01::	metaphorical	0.7	Braque <b>translated</b> collage into oil
translate%2:42:03::	literal	0.8	the growth in income <b>translates</b> into greater purchasing power
translate%2:42:00::	literal	0.6	poetry often does not <b>translate</b>
translate%2:32:06::	literal	0.9	Can you <b>translate</b> the instructions in this manual for a layman?
tread%2:38:01::	literal	0.6	For fools rush in where angels fear to <b>tread</b>
tread%2:35:00::	literal	0.8	<b>tread</b> grapes to make wine
tread%2:35:02::	literal	0.7	male birds <b>tread</b> the females
treat%2:30:01::	literal	0.8	<b>treat</b> the water so it can be drunk
treat%2:29:00::	literal	0.8	The doctor <b>treated</b> my broken leg
treat%2:40:00::	literal	0.8	Grandmother always <b>treated</b> us to the circus
treat%2:34:00::	literal	0.6	Don't worry about the expensive wine--I'm <b>treating</b>
treat%2:32:03::	metaphorical	0.5	they had to <b>treat</b> with the King
treat%2:31:00::	literal	0.7	I <b>treated</b> his advances as a joke
trench%2:35:05::	literal	0.8	He <b>trenched</b> his military camp
trench%2:35:00::	metaphorical	0.5	letters <b>trenched</b> into the stone
trench%2:35:06::	literal	0.7	<b>trench</b> the fallen soldiers
trench%2:35:01::	literal	0.8	The National Guardsmen were sent out to <b>trench</b>
tug%2:35:00::	literal	1.0	The prisoner <b>tugged</b> at the chains
tug%2:41:00::	metaphorical	0.8	She <b>tugged</b> for years to make a decent living
tug%2:35:04::	literal	0.7	The <b>tugboat</b> tugged the freighter into the harbor
tug%2:35:02::	literal	1.0	The horse finally <b>tugged</b> the cart out of the mud
tug%2:35:01::	literal	0.9	Each oar was <b>tugged</b> by several men
tug%2:33:00::	metaphorical	0.6	She <b>tugged</b> and wrestled with her conflicts
twist%2:29:00::	literal	0.9	The wrestler <b>twisted</b> his shoulder
twist%2:35:02::	literal	1.0	<b>twist</b> the dough into a braid
twist%2:35:01::	literal	1.0	The cord is all <b>twisted</b>
twist%2:32:00::	metaphorical	0.8	Don't <b>twist</b> my words
understand%2:31:00::	literal	0.9	She did not <b>understand</b> her husband
understand%2:31:03::	literal	0.9	She <b>understands</b> French
understand%2:31:02::	literal	0.8	I <b>understand</b> you have no previous experience?
understand%2:31:04::	literal	0.9	You don't need to explain--I <b>understand!</b>
upgrade%2:30:00::	literal	0.9	I've <b>upgraded</b> my computer so I can run better software
upgrade%2:30:05::	literal	0.9	I <b>upgraded</b> to First Class when Coach Class was overbooked
upgrade%2:30:04::	literal	0.8	The airline <b>upgraded</b> me when I arrived late and Coach Class was full
uproot%2:41:00::	metaphorical	0.7	The war <b>uprooted</b> many people.
uproot%2:36:00::	metaphorical	0.8	The vestiges of political democracy were soon <b>uprooted</b>.
uproot%2:35:00::	literal	1.0	They plan to <b>uproot</b> the vine that has spread all over the garden.
use%2:34:01::	literal	0.8	we only <b>use</b> Spanish at home
use%2:34:02::	literal	0.9	She <b>uses</b> drugs rarely
use%2:41:14::	literal	0.9	She <b>uses</b> her influential friends to get jobs
use%2:41:04::	literal	0.6	<b>use</b> care when going down the stairs
use%2:41:03::	literal	0.9	She <b>used</b> to call her mother every week but now she calls only occasionally
vanish%2:39:00::	literal	0.8	The effect <b>vanished</b> when day broke
vanish%2:30:02::	literal	0.7	An entire civilization <b>vanished</b>
vanish%2:30:01::	literal	0.6	the money <b>vanished</b> in las Vegas
vegetate%2:30:02::	literal	0.6	They <b>vegetated</b> the hills behind their house
vegetate%2:30:01::	literal	0.7	The fields <b>vegetate</b> vigorously
vegetate%2:30:00::	literal	0.7	This fungus usually <b>vegetates</b> vigorously
vegetate%2:30:04::	literal	0.6	warts and polyps can <b>vegetate</b> if not removed
vegetate%2:29:01::	literal	0.6	The bacterial growth <b>vegetated</b> along
vegetate%2:29:00::	metaphorical	0.6	After a hard day's work, I <b>vegetate</b> in front of the television
vest%2:41:00::	metaphorical	0.6	They <b>vested</b> the council with special rights
vest%2:40:02::	literal	0.6	She <b>vested</b> her vast fortune in her two sons
vest%2:40:03::	literal	0.6	The property <b>vests</b> in the trustees
visit%2:38:00::	literal	0.9	Did you ever <b>visit</b> Paris?
visit%2:32:01::	metaphorical	0.8	The principal <b>visited</b> his rage on the students.
visit%2:42:04::	literal	1.0	Every summer, we <b>visited</b> our relatives in the country for a month.
visit%2:30:00::	metaphorical	0.7	He was <b>visited</b> with a terrible illness that killed him quickly.
visualize%2:39:00::	literal	0.7	The radiologist can <b>visualize</b> the cancerous liver.
visualize%2:36:02::	metaphorical	0.5	Mathematicians often <b>visualize</b>.
visualize%2:30:00::	literal	0.8696	With this machine, ultrasound can be <b>visualized</b>.
volley%2:38:01::	metaphorical	0.5	Gun shots <b>volleyed</b> at the attackers.
volley%2:35:01::	literal	0.6	They began to <b>volley</b> the tennis ball.
volley%2:35:00::	metaphorical	0.7	The attackers <b>volleyed</b> gunshots at the civilians.
volley%2:32:00::	metaphorical	0.6842	I heard him <b>volley</b> a string of curses.
vote%2:41:13::	literal	0.9	He <b>voted</b> for the motion
vote%2:41:10::	literal	1.0	<b>vote</b> the Democratic ticket
vote%2:41:11::	literal	0.8	I <b>vote</b> that we all go home
vote%2:41:09::	literal	0.7	<b>vote</b> one's conscience
vote%2:41:12::	literal	0.9	They <b>voted</b> aid for the underdeveloped countries in Asia
vouch%2:32:01::	literal	0.7	Will he <b>vouch</b> for me?
vouch%2:32:12::	literal	0.7	I <b>vouch</b> for the quality of my products.
vouch%2:30:00::	metaphorical	0.5	He <b>vouched</b> his words by his deeds.
walk%2:38:00::	literal	1.0	<b>Walk</b>, don't run!
walk%2:38:04::	literal	0.9	The lovers held hands while <b>walking</b>.
walk%2:38:01::	literal	0.8	I'll <b>walk</b> you to your car
walk%2:38:03::	literal	1.0	Paul <b>walked</b> the streets of Damascus.
walk%2:41:01::	literal	0.6	We must <b>walk</b> with our dispossessed brothers and sisters.
walk%2:38:02::	literal	1.0	The horses <b>walked</b> across the meadow.
walk%2:38:05::	literal	0.7917	He <b>walks</b> the horse up the mountain.
wallow%2:34:01::	metaphorical	0.5	<b>wallow</b> in your sorrows
wallow%2:38:00::	literal	0.9	pigs were <b>wallowing</b> in the mud
wallow%2:34:00::	metaphorical	0.7	<b>wallow</b> in your success!
want%2:37:00::	literal	0.9	I <b>want</b> to go home now
want%2:34:00::	metaphorical	0.8	This piano <b>wants</b> the attention of a competent tuner
want%2:35:00::	literal	0.7	Your former neighbor is <b>wanted</b> by the FBI
want%2:31:01::	literal	0.9	I <b>want</b> you here at noon!
want%2:42:01::	literal	0.9	<b>want</b> the strength to go on living
warn%2:32:00::	literal	1.0	The director <b>warned</b> him that he might be fired.
warn%2:32:01::	literal	0.88	I <b>warned</b> him not to go too far.
warn%2:32:03::	literal	1.0	The old man <b>warned</b> the children off his property.
warn%2:32:02::	literal	0.875	I <b>warned</b> you that I would ask some difficult questions.
waste%2:40:00::	metaphorical	0.7	He <b>wasted</b> his inheritance on his insincere friends.
waste%2:34:05::	metaphorical	0.5	Don't <b>waste</b> a joke on an unappreciative audience.
waste%2:40:01::	literal	0.7619	We <b>waste</b> the dirty water by channeling it into the sewer.
waste%2:38:00::	metaphorical	0.6	The water <b>wastes</b> back into the ocean.
water%2:40:00::	literal	0.8	We <b>watered</b> the buffalo
water%2:29:00::	literal	0.7	My mouth <b>watered</b> at the prospect of a good dinner
water%2:30:04::	literal	0.9	His eyes were <b>watering</b>
wear%2:29:00::	literal	1.0	She was <b>wearing</b> yellow that day
wear%2:42:01::	metaphorical	1.0	He always <b>wears</b> a smile
wear%2:29:02::	literal	0.8	<b>wear</b> one's hair in a certain way
wear%2:29:01::	literal	1.0	What should I <b>wear</b> today?
wharf%2:35:02::	metaphorical	0.5	<b>wharf</b> the passengers
wharf%2:35:03::	literal	0.8	the big ship <b>wharfed</b> in the evening
wharf%2:35:00::	literal	0.9	The ship was <b>wharfed</b>
whistle%2:38:00::	metaphorical	0.6	The bullets <b>whistled</b> past him
whistle%2:32:00::	literal	1.0	She <b>whistled</b> a melody
whistle%2:38:01::	metaphorical	0.7	Her optimism <b>whistled</b> away these worries
whistle%2:32:02::	literal	1.0	She <b>whistled</b> for her maid
wish%2:37:00::	literal	1.0	I <b>wish</b> I could go home now.
wish%2:32:02::	literal	0.6667	I <b>wish</b> that Christmas were over.
wish%2:32:00::	literal	0.7222	We <b>wish</b> you a nice evening!
worry%2:37:00::	literal	0.9	I <b>worry</b> about my job
worry%2:37:12::	literal	0.9	I <b>worry</b> about my grades
worry%2:37:01::	literal	0.7	I cannot sleep--my daughter's health is <b>worrying</b> me
worry%2:42:00::	literal	0.9	I <b>worry</b> about the second Germanic consonant shift
wrestle%2:33:01::	metaphorical	0.8	He <b>wrestled</b> all his life with his feeling of inferiority.
wrestle%2:32:00::	metaphorical	0.9	I <b>wrestled</b> with this decision for years.
wrestle%2:35:00::	literal	1.0	The children <b>wrestled</b> in the garden.
write%2:36:10::	literal	0.9	She <b>writes</b> code faster than anybody else.
write%2:32:00::	literal	1.0	Please <b>write</b> to me every week.
write%2:36:02::	literal	1.0	How many books did Georges Simenon <b>write</b>?
